t,RMSD_ligand_rep1,RMSD_ligand_rep2,RMSD_ligand_rep3,RMSD_pocket_rep1,RMSD_pocket_rep2,RMSD_pocket_rep3,RMSD_BB_rep1,RMSD_BB_rep2,RMSD_BB_rep3,Rg_rep1,Rg_rep2,Rg_rep3
15.5,1.7700775,1.843988081,1.744828515,1.9410692,1.975704771,1.971592852,1.8049327,1.936990862,1.81180241,20.490046,19.27215552,20.75091802
16,1.8252548,1.766869322,2.007892641,1.8432249,1.757830508,1.815096558,1.7944914,1.759515883,1.74606141,20.421682,19.01596966,21.86511793
16.5,1.6201699,1.671622522,1.563002153,2.0803366,2.057221699,2.259234051,1.8303243,1.695721675,1.812552052,20.408615,19.37228688,20.48396311
17,1.859603,1.888753565,1.927815868,1.8745904,1.953147601,1.988294589,1.8630776,2.04908083,1.955951893,20.409723,23.38327929,20.20191594
17.5,1.6180009,1.651526642,1.588356791,2.0383635,1.937511581,2.073777278,1.8794972,1.679138449,1.892157406,20.497961,20.77233796,19.83969654
18,1.4738189,1.413912502,1.50408584,1.9741334,1.933134868,2.072259637,1.8681768,1.811001548,1.883729998,20.460226,20.31619533,22.06021538
18.5,1.8813828,1.981658644,1.919979568,1.854099,1.86865818,1.839654364,1.841843,1.827233977,1.851072005,20.467522,19.4076587,19.89431895
19,1.5340569,1.405603954,1.454953412,1.9224186,1.875674232,1.968222964,1.8384035,1.833459799,1.759972581,20.481657,22.2921637,20.11473634
19.5,1.6645427,1.675385075,1.657118835,2.025012,2.124514965,2.064004029,1.7894063,1.744734166,1.830666608,20.463575,19.25116572,20.51905538
20,1.5688769,1.49316943,1.417377702,1.9767753,1.905094851,1.956355933,1.8007623,1.992405703,1.730934193,20.492723,19.65110052,20.37863227
20.5,1.442654,1.50313649,1.514161033,1.9719526,1.88292612,2.051306368,1.8226354,1.907531298,1.842714487,20.451048,20.84468053,20.96821389
21,1.8748085,1.860125197,1.735284483,1.9735916,1.969569171,1.99282104,1.8754066,1.814006942,1.933967182,20.419285,20.87470877,19.69835428
21.5,1.8146985,1.773415608,1.85144502,1.9519689,1.832351683,1.91480085,1.8245229,1.707941582,1.915795274,20.440065,20.61645041,21.5728726
22,1.7851484,1.926094011,1.737415041,1.9995998,2.01559576,2.145862786,1.7381425,1.727831984,1.721623168,20.431122,20.72310944,22.53751404
22.5,1.9737185,2.10260249,1.925209018,2.0091777,2.031216621,2.015582588,1.7747614,1.738296511,1.793679418,20.474464,21.60699742,19.70585667
23,1.904717,1.945549984,1.740399014,2.0130589,2.167637263,1.932576408,1.7975503,1.814018956,1.894582575,20.451296,19.19919707,20.1152131
23.5,1.8087341,1.68500229,1.779187831,2.0231674,2.190172579,2.176604608,1.7865694,1.940541822,1.830656376,20.479572,20.29574817,21.19872073
24,1.8522094,1.816722242,1.93087724,2.0140676,2.16123998,1.922687543,1.7774454,1.679059737,1.7885301,20.509121,19.59161777,20.66316182
24.5,1.772014,1.829013204,1.757938307,2.1271517,2.085182452,2.010899476,1.7544365,1.753987201,1.795120107,20.435289,20.26828886,18.74073064
25,1.8129857,1.843586591,1.728041268,1.9571896,2.094925043,1.87798819,1.7351321,1.742990939,1.699376954,20.48584,21.14542135,21.34736442
25.5,1.7771611,1.594986795,1.924370501,2.0503855,2.045390925,2.226953968,1.7530533,1.67914192,1.823724083,20.442036,19.19628498,20.89144789
26,1.7369152,1.66065139,1.533995838,1.991735,1.958460732,2.104279943,1.7177111,1.796373898,1.943499635,20.42844,19.0736333,20.89101795
26.5,1.7945067,1.797255121,1.815505956,1.8994577,1.853474732,1.965814858,1.7536746,1.724943001,1.817563472,20.469069,21.49534496,20.60714959
27,1.8818842,1.932517747,1.846710291,2.0623424,2.200251041,2.099645968,1.8140261,1.800012233,1.689603029,20.409986,19.69977705,18.48897103
27.5,1.7731832,1.753336065,1.893842877,1.9341822,1.957633849,1.889883496,1.8521141,1.8684658,1.918415662,20.39743,19.29149351,21.9829161
28,1.922214,1.930911036,2.039495999,1.8792484,1.900693286,1.827250282,1.8827335,2.119720135,1.913304765,20.405451,22.32034404,19.21572447
28.5,1.8713669,1.791530332,1.861582168,2.0697167,2.039976593,2.177964638,1.8722396,1.735243897,1.87523764,20.427908,19.82456257,17.51553252
29,1.8530592,1.882300938,1.644472982,2.0193298,2.141080608,1.938396519,1.8504275,1.782971661,1.973780852,20.437056,19.76861463,20.64049183
29.5,1.908968,1.704012698,1.922452294,2.2302322,2.212093061,2.083486581,1.8502519,1.751965186,1.863798672,20.474876,19.93286567,18.14568245
30,1.9401438,1.855082,1.97330398,1.9921786,1.982789208,2.109641472,1.8880857,1.722148608,1.810901953,20.455784,18.95530597,21.5648926
30.5,1.7517129,1.938204382,1.688660399,2.0556874,1.923360481,2.070835221,1.9344814,1.828395835,1.921333102,20.432766,22.30942721,20.52866466
31,1.8333781,2.099682426,1.973352277,1.9644951,1.849418255,2.051052323,1.8575619,1.823359638,1.794616423,20.434189,20.78315953,17.60920096
31.5,1.830071,1.988252971,1.911948686,1.9760841,1.878578471,2.051561574,1.8354787,1.812968587,1.850668344,20.449976,21.24480274,19.87922661
32,1.8187931,1.858330577,1.964151757,1.9846435,1.947316715,1.807294579,1.8447969,1.83245309,1.772445963,20.425907,19.0217323,18.92833538
32.5,1.8756027,1.853266734,1.910423929,1.9360489,1.91026194,1.890886444,1.9105009,1.932678939,2.112172456,20.523479,19.95361667,20.5417515
33,1.8541023,1.897816333,1.831963669,1.9966962,2.097800491,2.053871636,1.97287,1.988202093,1.900643544,20.520084,20.88098755,19.40798856
33.5,1.8326327,1.837503411,1.881656172,1.9427167,1.942724898,1.89521549,1.9088523,1.839984914,2.002001863,20.453621,20.77729368,20.79599412
34,1.8031211,1.794350124,1.813617161,1.8826972,2.079737306,1.889140766,1.8305095,1.974511555,1.822609907,20.438862,20.83317522,20.85533296
34.5,2.0028801,1.926464495,1.963100299,2.0731647,1.95785409,1.870232486,1.8571538,1.967760583,1.864378137,20.483507,20.75260828,20.01177477
35,2.0277123,2.076391934,1.888112359,1.9864302,1.813155285,2.063969009,1.880844,1.968062355,1.845084836,20.489717,20.95526421,18.70174895
35.5,1.7812425,1.682345184,1.774583728,2.0055559,1.958272432,1.93789188,1.9278876,1.953308456,1.76386801,20.475622,20.52933652,20.7952328
36,1.8426343,1.815716068,1.745844489,1.9144553,1.904549117,1.983219739,1.9139394,1.889825928,1.82805238,20.515854,20.67235151,21.51810106
36.5,1.7827197,1.913882586,1.820640242,1.8370664,1.601310301,1.84704258,1.9639982,1.940739525,1.889775233,20.54184,20.7231345,21.47116376
37,1.8893652,1.917327237,1.936935214,1.8941358,1.858912964,1.859814129,1.9544293,1.782759874,2.011170028,20.524567,20.86116526,19.47208554
37.5,1.9435563,2.11141642,1.819191451,1.9205199,1.773229332,1.911343035,1.9128143,1.995431429,1.919615959,20.50408,20.16727463,20.94277155
38,2.0261617,2.019949048,2.032751469,2.0560398,1.947799738,2.183587614,1.911835,1.879863749,1.788473498,20.543381,21.87874657,21.12714815
38.5,1.792105,1.844313969,1.812323801,1.9312379,2.098513191,2.062196201,1.8827753,1.993615401,1.894534731,20.491926,20.94181259,20.81600968
39,1.9965025,2.170590982,2.172322891,1.9850447,2.028615752,2.064078357,1.8893102,1.967526525,1.946797727,20.489536,20.18570594,20.08985368
39.5,1.8589616,1.865146906,1.871876736,2.0312388,1.960407084,1.863416551,1.91149,2.00606899,1.830851367,20.453527,19.24850375,21.11519179
40,1.9273305,2.002722884,1.755878205,1.8549331,1.837250852,1.86354852,1.9404647,2.054102882,1.94219504,20.500792,21.27046245,20.89963366
40.5,1.8659978,2.035863886,1.707733416,1.8480421,1.91556722,1.660386269,1.9312677,1.779466172,2.038410771,20.524504,20.45579497,20.63812743
41,1.9336292,1.820317833,1.973284269,1.7320509,1.687166547,1.872055304,1.8874334,2.030050551,1.903838787,20.503824,21.15741805,18.49019585
41.5,1.9950787,1.925357639,1.963946658,1.6962444,1.61026878,1.765652544,1.9060816,1.909205867,1.865538214,20.497103,19.25030507,20.18670318
42,1.795352,1.735105348,1.74135163,1.7174067,1.744199058,1.843453665,1.9444261,2.056747044,2.065301566,20.544096,21.16941871,18.68505827
42.5,1.9494963,1.726153279,2.135116309,1.7712072,1.798162027,1.702654177,1.9747264,1.98183873,2.174928019,20.530527,20.95539628,19.1817388
43,2.1001432,2.269856789,2.21582085,1.811553,1.624669725,1.760247104,1.9395055,1.882183083,1.924404413,20.492886,21.0983548,21.39803025
43.5,1.8726171,1.724531064,1.803362444,1.679857,1.803826167,1.706341011,1.8668852,1.901269175,1.89558522,20.482365,21.34936711,21.70236234
44,1.6978016,1.649334147,1.813817238,1.8162365,1.890135866,1.986873225,1.8371942,1.935343687,1.865107625,20.428764,20.66663451,20.84624794
44.5,1.7988303,1.819912671,1.747690106,1.8769455,1.902316476,1.804975731,1.8581861,1.777973291,1.735437119,20.483597,20.3325011,20.25184202
45,1.9404011,1.925603356,1.955575269,1.8380387,1.873273338,1.839896685,1.857653,1.950519326,1.910904678,20.474382,19.39073839,19.08601829
45.5,2.0240173,2.011366278,2.199358337,1.7741081,1.905521214,1.80135034,1.8841414,1.814090132,1.987128915,20.497425,19.6547246,20.85125927
46,1.8190989,1.837499649,1.739375542,1.9400767,2.021985302,1.908466518,1.8935347,1.894616482,1.581264189,20.489243,21.85071282,20.70832597
46.5,1.9337025,2.016541733,1.927001635,1.9070315,1.987300369,2.022694344,1.917262,1.970381326,1.748930207,20.431171,22.80900493,20.35089156
47,1.9904193,1.970001411,1.960024845,1.8933491,1.703680744,1.773766361,1.9515352,2.108073143,1.808276944,20.498449,20.02934258,19.29364628
47.5,1.7341735,1.74352767,1.8194851,1.9029709,2.027572742,1.99672029,1.9235193,1.769420442,1.785031103,20.503725,19.22055349,20.33279395
48,2.0353525,1.872394247,2.083528085,1.9266027,1.850103444,1.957973562,1.8953537,1.937017043,1.751451119,20.479683,21.01644304,19.86357798
48.5,1.7880975,1.812797758,1.659735738,1.6880348,1.568794901,1.773821664,1.8656849,1.650188645,2.107786041,20.472366,20.52800332,20.42131714
49,1.8947028,1.850009031,1.691431274,1.8460099,1.888411434,1.921563663,1.8719623,1.937663836,2.017679218,20.477131,20.6186704,21.99107926
49.5,1.9008074,1.97305073,1.916454878,1.9730452,1.99565742,2.025312664,1.8749475,1.924639675,1.88383976,20.448574,19.72809583,21.18529097
50,1.9158964,1.898690557,2.006079013,1.8551161,1.873368225,1.785217406,1.8727915,1.949625438,1.81787115,20.420748,20.01872354,20.07189069
50.5,1.8307383,1.878444343,1.80965739,1.8694292,1.84458086,1.887350542,1.8966862,1.88553917,2.002773465,20.478025,21.32737058,19.14022629
51,2.064409,1.858684412,2.159217607,1.8266571,1.708246581,1.808663511,1.9138796,1.77204338,1.63960913,20.47987,18.09026226,20.07159411
51.5,1.9627519,1.896188659,1.935971483,1.8440304,1.913129345,1.894576207,1.898311,1.871271072,1.954269356,20.502024,20.70477885,20.49549865
52,1.904281,2.007989809,1.826734479,1.8613702,1.98493597,1.950042819,1.9332877,1.926604524,1.86783331,20.508398,21.89639191,19.28974043
52.5,1.9779329,1.987043917,1.914491445,1.769408,1.695323044,1.721757458,1.9437921,1.886022565,1.932701547,20.51053,18.99220057,20.05114189
53,2.0439255,1.953161528,2.006688138,1.8785391,1.844911683,1.948197572,1.9571075,2.035742613,2.03504938,20.514616,22.27966262,21.06117923
53.5,2.0261166,1.886093554,1.994768059,1.7506131,1.784997546,1.692207622,1.9274071,1.827129511,1.905070962,20.521851,21.00893415,20.3713285
54,1.9657682,1.952883902,2.048472696,1.887367,1.714587438,1.860923308,1.8964812,1.98450609,1.782244459,20.495808,19.87580908,19.63777703
54.5,1.9984601,1.945111184,2.17474281,1.8887969,1.787769648,1.800716559,1.8698686,1.808697412,1.751711901,20.549238,20.98887913,20.2495587
55,1.8581451,1.840562928,2.021760822,1.7824187,1.811709365,1.79101359,1.8803459,1.914372814,1.907859929,20.546869,21.9036421,18.92719762
55.5,1.7641531,1.733916737,1.631945134,1.9396713,1.796440364,1.939441379,1.9064434,2.008173357,1.862822872,20.548119,20.20754608,20.94845892
56,1.8961982,2.001872609,1.791672591,1.907275,1.943835279,2.007697702,1.9708879,1.957965031,2.104659334,20.550995,20.90937958,18.96147285
56.5,1.9394065,2.128596822,1.963177566,1.9304783,2.130956592,1.903526545,1.9987996,2.005733549,2.142973657,20.515055,20.67937094,20.74670011
57,1.7471111,1.841126656,1.830382951,1.8613131,1.782611102,1.854214955,1.977707,2.01064278,2.008775708,20.492558,20.4660582,22.67791177
57.5,1.9711908,2.002129449,2.175835981,1.9506019,1.869323361,1.785148515,1.9896007,1.83147047,2.027526837,20.516665,18.39012966,20.76418746
58,1.8743048,1.76958888,1.773674787,1.812633,1.771062502,1.743027308,1.9826169,1.95355257,2.000949972,20.527248,22.51554923,21.50845333
58.5,1.8830574,1.98718985,1.932309998,1.8224767,1.734807268,1.784320008,1.961454,1.995554707,1.857382633,20.511133,20.09365121,18.36434437
59,1.861483,1.835016077,2.004818196,1.9405515,1.958533198,1.886531798,1.9049486,1.963923058,1.823089993,20.509731,20.16182599,20.85596314
59.5,1.7718554,1.866104954,1.764245684,1.9234807,1.813655893,1.921878614,1.8930129,1.893612896,1.955214414,20.511793,23.17594029,20.01313322
60,1.8271779,1.847558219,1.730548464,1.9443463,2.083679566,1.930488999,1.8660698,1.874608952,1.872189202,20.507574,21.10309046,19.39151711
60.5,2.1151183,2.109113141,1.998244095,1.8971666,1.881002021,1.797813625,1.8681152,1.795307054,1.9443176,20.504498,20.94565367,21.92383155
61,1.8001374,1.723493203,1.914759377,1.8092343,1.869444282,1.726631598,1.9054261,2.008822809,1.839336245,20.530193,20.90644103,19.21911863
61.5,1.9186004,1.891140553,2.094790007,1.8871498,1.929984853,1.841459322,1.9592899,1.9290509,1.955611575,20.498459,21.45732272,20.01066465
62,1.9582758,1.778955889,1.97467502,1.9116902,1.879611334,1.811458481,1.9732531,1.776834303,1.912045273,20.521484,18.98744065,19.58558983
62.5,1.894591,2.023789055,1.670541229,1.7011893,1.777333256,1.722834047,1.9488696,1.878760942,2.020784203,20.506819,18.96624068,21.50137565
63,1.7413883,1.483268508,1.877134883,1.8686906,1.817909353,1.957428651,1.949475,2.185401928,1.942431691,20.526949,20.97329136,21.08422864
63.5,1.9194945,1.865789704,1.868519732,1.7772714,1.818600088,1.847709827,1.9211923,1.771247242,1.893594186,20.571388,20.26557029,18.17989852
64,1.9178545,1.927393666,1.914829249,1.7770579,1.769407608,1.782496515,1.9155333,1.991274073,1.802986091,20.526043,20.87975314,21.01268668
64.5,1.9174737,1.981548578,2.031275111,1.8592993,1.795304795,1.751822488,1.9043922,1.989881833,1.976374417,20.51041,22.18091823,21.39993089
65,1.7918125,1.704896198,1.706666954,1.8865495,1.80281541,1.844753592,1.9244624,2.052995736,1.819271264,20.529325,20.33291686,19.9352935
65.5,2.0117917,2.153001511,2.006761702,1.8563312,1.815256558,1.96457559,1.9240828,2.064064208,1.862616362,20.512611,20.64746687,18.91809092
66,2.046355,2.072776392,1.72462159,1.8113589,1.953072196,1.750727654,1.913175,1.878568488,1.7875319,20.55365,19.58647529,20.74436411
66.5,2.0625999,2.016339475,2.086258832,1.805815,1.846656572,1.662528654,1.9221263,1.771646965,1.956944394,20.517006,21.17095572,20.29994619
67,1.9251611,1.873300021,1.900789569,1.7391472,1.838957959,1.693878646,1.9551654,1.721106655,2.049053225,20.510118,19.70349016,21.11985795
67.5,1.9463768,1.782251676,1.964596425,1.8563844,1.779694425,1.963212429,1.9734153,1.997852684,1.976841905,20.557611,20.37338744,20.70016182
68,1.7713149,1.748874327,1.818724428,1.7950121,1.780725161,1.77074276,1.9192604,1.93877815,1.803911553,20.497429,19.4638092,22.30370557
68.5,2.0249333,2.096499469,2.120410546,1.932503,1.996533199,1.806943919,1.895642,1.932136704,1.802451239,20.496565,21.06691619,19.40445897
69,2.2553871,2.288813967,2.083564629,1.8490239,2.037168859,1.882498377,1.9136261,1.905292816,2.057352166,20.511524,20.19658676,20.90856284
69.5,2.1614823,2.080045474,2.329988633,1.8912023,1.793591423,1.851649641,1.9165149,1.797262464,1.941712274,20.493431,19.58270568,19.54396133
70,2.2135243,2.205701663,2.21590253,1.8682216,1.899448469,1.968552626,1.8905535,1.89538784,1.958002693,20.500374,19.71568603,21.54623457
70.5,1.9829454,2.072196242,1.942521133,1.9919667,2.065610971,2.082864794,1.9388305,1.92335395,2.079416023,20.489271,19.82038221,21.06661831
71,1.8408773,1.891356726,1.712926878,1.7946051,1.811472018,1.81993872,1.9084728,1.770287226,1.93178229,20.54657,20.47673195,19.85612914
71.5,1.8474615,1.871666554,1.752244187,1.9273155,1.840615715,1.8490328,1.9114857,1.929629847,2.02129092,20.561743,19.0660587,20.69847905
72,2.1719971,2.317106717,2.353458021,1.8504776,1.965942775,1.684213923,1.8852092,1.8614068,1.925033329,20.507568,20.88024623,22.148342
72.5,1.8978773,1.66919049,2.071664935,1.8456159,1.738907219,1.795864999,1.8822424,1.854594243,2.032006691,20.488548,19.39022556,21.60921792
73,1.7834332,1.84713712,1.88886458,1.7970163,1.976475021,1.816252837,1.909145,1.796828595,2.005572577,20.52898,19.66936653,21.46832466
73.5,1.909372,1.931849926,1.851862302,1.7790312,1.922342495,1.538686782,1.9893907,1.867801696,2.102989815,20.534393,20.79008328,21.62949276
74,2.0275278,2.212164503,2.103815613,1.8344383,1.682935788,1.798276168,1.9553031,1.83005917,1.916597228,20.531622,20.09675546,18.92661662
74.5,1.8664991,1.81791521,2.018960134,1.8772962,1.953570865,1.870445873,1.9396945,1.963131801,2.022746852,20.530825,18.70875323,20.18727446
75,1.9872019,2.038413127,1.754954279,1.9132936,1.858043527,1.990636974,1.9484676,2.072628556,2.068630063,20.538782,19.89428782,22.46728709
75.5,1.9914002,1.92801241,1.982058418,1.8567469,1.906984122,1.814182599,1.9213718,1.994665071,1.937834597,20.519547,20.9792868,19.47112231
76,1.9334307,1.77048142,1.850489298,1.7857671,1.83380731,1.841959388,1.9294493,1.829667053,1.908359509,20.5387,20.78031327,20.01061625
76.5,1.8381544,1.707302214,1.875270335,1.9727398,2.016763673,1.939690532,1.9711845,1.891686737,2.209797069,20.502413,19.18755773,20.21456738
77,2.0372479,2.109959329,2.196476459,1.90058,1.923543237,1.968167695,1.9775032,1.916796146,2.074771042,20.511507,21.99980026,20.88860468
77.5,1.8271962,1.786938278,1.814634377,1.7370803,1.73986898,1.738007935,1.8988266,1.9243576,1.842342684,20.490904,19.85602824,20.88054125
78,1.8618406,1.905699634,1.952988785,1.9231138,1.871819321,1.689575959,1.8994782,1.860383299,1.779728647,20.488604,21.88453627,19.26671837
78.5,1.7783645,1.685837435,1.836471126,1.7295266,1.520878212,1.783629848,1.8850579,2.036893375,1.846155704,20.466496,23.07528652,22.0067257
79,1.9082352,1.869567746,1.871929759,1.8944761,1.711011431,1.945554318,1.9225298,1.892684065,1.999068322,20.424934,20.13262976,20.25742262
79.5,1.790545,1.773541641,1.883489874,1.9620425,1.852816767,1.925470871,2.0018551,2.059864971,1.999574731,20.456156,20.99262623,20.56544602
80,2.0025542,1.852922787,2.077830326,1.9585898,2.027061779,2.098923641,2.009973,2.21626507,1.93321553,20.507511,20.68383492,19.08668895
80.5,2.017581,1.983551958,2.084049395,1.9432409,1.929443577,1.73899243,1.9287317,1.988064962,1.93311641,20.481508,18.70916978,21.06976839
81,1.8268999,1.841916168,1.666216933,1.9613189,1.923027684,1.878422177,1.926936,2.104968027,1.896775976,20.489706,20.31126859,20.36504142
81.5,1.8939435,2.051887745,1.893214647,1.8738248,1.770413965,1.910893159,1.9763649,2.03439682,2.044413789,20.46924,20.79613403,18.84696022
82,1.8641,1.783100451,1.980076875,1.810248,1.826304548,1.783960094,1.9958237,2.116822392,1.953833107,20.542847,20.21026683,21.6815527
82.5,1.6721776,1.530714498,1.626924984,1.7910429,1.789470111,1.71229137,1.9996202,1.909395028,1.810616913,20.566748,20.21470601,21.86007811
83,1.7073125,1.700347709,1.554825304,1.8787433,1.718519166,1.754922915,2.0535085,1.887620093,1.834857537,20.535746,21.0307261,20.12454839
83.5,1.8041,1.75694816,1.635476805,1.9586744,1.707499446,2.073524037,1.9999083,2.078389105,1.931047523,20.466242,20.74496127,19.27086237
84,1.6393905,1.58087452,1.670259346,1.8625163,1.739885413,1.762144772,1.9474125,2.028795637,1.935106636,20.465513,20.82299499,21.39645397
84.5,1.8793516,2.103238971,1.803771352,2.0342615,2.077000174,1.99649035,1.9599376,1.997931298,1.887348242,20.474627,20.30373764,20.15476395
85,1.8453174,1.920677936,2.127488954,1.8965286,1.955803198,1.694357109,1.958267,2.080827589,2.047684943,20.501715,19.9673143,20.56161414
85.5,1.9271843,1.885228778,1.860078713,1.8625994,1.817980536,1.957348504,1.9587556,2.036204965,2.081264162,20.531586,22.06978618,19.60862631
86,1.9128184,1.868934473,1.904454662,1.9940999,1.951747838,1.93334633,1.94594,1.976498772,1.989912859,20.526512,20.27428068,20.7110047
86.5,1.8713824,1.960465223,1.869823378,1.8340091,1.627520098,1.873609186,1.92638,1.846752597,1.975714103,20.480656,19.67943601,22.00426537
87,2.0109904,1.777679717,1.924440619,1.9187424,1.826293703,1.912622302,1.8999833,1.813044233,2.132728253,20.451256,20.24561386,19.80152828
87.5,1.9005109,2.00627109,2.017721234,1.9071623,1.883793778,1.81402608,1.9460381,1.845737961,2.016951907,20.467497,20.40921115,20.29186198
88,1.8206022,1.91610859,1.858133854,1.8769528,1.785361368,1.849820159,1.9748707,1.884957317,2.103176481,20.470856,21.04255477,20.43487696
88.5,1.9128196,1.891631669,1.897051921,1.8556638,1.915739495,1.900122903,1.9521726,1.950840555,1.883233246,20.493534,21.21251239,18.09870948
89,1.8919696,1.794052784,1.75008119,1.9542587,1.953077873,1.884287806,1.9376624,1.917250094,2.104440329,20.473307,19.22864159,22.80995287
89.5,2.0098116,1.852696794,1.87487686,1.8475801,1.910928914,1.862833472,1.9475925,1.913416889,1.881601448,20.506451,19.45828397,20.76849299
90,1.8430378,1.834174729,1.724957898,1.8039393,1.905683177,1.836654411,1.9523255,1.729688367,1.874604504,20.535448,18.9987407,19.31417965
90.5,1.767174,1.685628954,1.709356538,1.8680081,2.004482798,1.679919885,1.9790206,2.006982873,2.046059457,20.528873,21.31648091,19.65085239
91,1.9960008,1.882212695,2.145588573,1.8840744,1.778609956,1.963270986,1.9513873,1.9950802,2.072359432,20.532368,20.5921935,20.12064122
91.5,2.0311127,2.086840219,2.166761325,1.8107272,1.793736152,1.931214451,1.9730281,2.000467369,1.934982554,20.480898,20.64281904,20.56117366
92,1.7707984,1.839661862,1.900953961,1.7717358,1.843226073,1.787323463,1.9815361,1.821044358,1.912176065,20.486799,18.18483204,21.61829066
92.5,2.0168519,2.117870505,2.14115225,1.8588655,1.96925656,1.776857585,1.9837252,1.88249342,2.029385628,20.490402,18.58496324,20.5296629
